season,teams,superflex,mc_points,greedy_points,adp_points
2022,10,0,1608.9779999999998,1639.73,1526.958
2022,10,0,1673.418,1665.4479999999999,1546.23
2022,10,0,1679.22,1666.2979999999998,1483.558
2022,10,0,1659.3880000000001,1643.0199999999998,1545.7179999999998
2022,10,0,1632.0359999999998,1652.3200000000002,1628.108
2022,10,0,1615.0279999999998,1637.83,1564.1499999999999
2022,10,1,1975.414,1922.176,1494.16
2022,10,1,1959.334,1924.1759999999997,1889.734
2022,10,1,1959.636,1943.79,1864.9339999999997
2022,10,1,1971.104,1966.5140000000001,1591.9699999999998
2022,10,1,1962.7240000000002,1951.2559999999999,1633.074
2022,10,1,1957.504,1949.3059999999998,1766.812
2022,10,1,1931.5520000000001,1924.1419999999998,1875.3619999999999
2022,10,1,1929.494,1898.8340000000003,1719.584
2022,10,1,1970.0300000000002,1953.6039999999998,1816.308
2022,10,1,1927.334,1934.174,1737.4879999999998
2022,10,1,1941.5700000000002,1941.5739999999998,1775.2800000000002
2022,10,1,1943.92,1951.2679999999996,1872.224
2022,10,1,1950.8539999999998,1916.8659999999995,1777.4440000000004
2022,10,1,1951.6499999999999,1924.4199999999998,1925.3319999999999
2022,10,1,1962.724,1933.8839999999996,1826.8780000000002
2022,10,1,1928.3439999999998,1934.2100000000003,1798.4180000000001
2022,10,1,1933.584,1915.3539999999998,1794.5679999999998
2022,10,1,1962.1059999999998,1925.504,1805.386
2022,10,1,1941.3240000000003,1945.114,1913.592
2022,10,1,1952.24,1951.2559999999999,1820.808
2022,10,1,1926.196,1927.752,1807.134
2022,10,1,1950.3439999999998,1934.574,1887.2379999999998
2022,10,1,1935.4920000000002,1957.2959999999998,1722.798
2022,10,1,1944.016,1963.6559999999997,1744.5279999999998
2022,10,1,1950.364,1976.4099999999999,1897.2379999999998
2022,10,1,1977.254,1974.794,1802.492
2022,10,1,1967.7839999999999,1930.8939999999998,1730.562
2022,10,1,1952.1239999999998,1946.4759999999999,1644.4279999999999
2022,10,1,1949.5479999999998,1944.2540000000001,1814.7440000000001
2022,10,1,1968.4119999999998,1942.4539999999997,1750.4379999999999
2022,10,1,1952.6779999999999,1928.8739999999998,1859.064
2022,10,1,1977.9940000000001,1977.512,1930.8539999999998
2022,10,1,1958.114,1950.7679999999998,1752.7560000000003
2022,10,1,1968.5079999999998,1937.5780000000002,1899.134
2022,10,1,1921.14,1931.802,1877.456
2022,10,1,1968.7839999999999,1948.586,1841.4400000000003
2022,10,1,1968.662,1911.2940000000003,1910.474
2022,10,1,1948.714,1955.234,1852.0499999999997
2022,10,1,1994.3939999999998,1955.2939999999996,1865.8780000000002
2022,10,1,1980.8159999999998,1959.324,1676.114
2022,12,0,1624.418,1589.8200000000002,1176.75
2022,12,0,1630.4679999999998,1627.66,1516.756
2022,12,0,1640.3679999999997,1560.79,1539.418
2022,12,0,1655.9679999999998,1556.1599999999999,1507.7959999999998
2022,12,0,1613.118,1607.22,1598.01
2022,12,0,1663.5879999999997,1603.73,1519.056
2022,12,0,1614.066,1619.4699999999998,1380.918
2022,12,0,1644.998,1557.45,1424.6480000000001
2022,12,0,1629.3960000000002,1656.1600000000003,1523.442
2022,12,0,1587.2859999999998,1546.0800000000002,1594.746
2022,12,0,1641.1380000000001,1554.4700000000003,1515.56
2022,12,0,1562.7559999999999,1580.6180000000002,1419.596
2022,12,0,1603.858,1549.8000000000002,1506.828
2022,12,0,1627.1080000000002,1606.188,1586.1860000000001
2022,12,0,1645.838,1591.92,1555.85
2022,12,0,1579.4579999999999,1579.0700000000002,1546.08
2022,12,0,1574.246,1616.5079999999998,1437.084
2022,12,0,1655.9679999999998,1589.0500000000002,1524.95
2022,12,0,1628.636,1554.7800000000002,1498.888
2022,12,0,1582.9080000000001,1558.3999999999999,1534.864
2022,12,0,1655.2180000000003,1561.42,1513.4979999999996
2022,12,0,1624.316,1656.1600000000003,1344.588
2022,12,0,1619.2079999999999,1561.4799999999998,1448.7660000000003
2022,12,0,1647.598,1584.37,1523.9999999999998
2022,12,0,1578.8680000000002,1565.5700000000002,1411.6080000000002
2022,12,0,1647.848,1557.67,1617.5559999999998
2022,12,0,1629.698,1549.8000000000002,1540.196
2022,12,0,1643.178,1631.88,1447.306
2022,12,0,1637.7379999999998,1635.748,1509.766
2022,12,0,1598.7879999999998,1643.0,1391.286
2022,12,0,1677.8760000000002,1551.0900000000001,1487.03
2022,12,0,1628.158,1558.3999999999999,1475.8400000000004
2022,12,0,1584.5279999999998,1564.0700000000002,1487.58
2022,12,0,1633.8159999999998,1564.0700000000002,1432.37
2022,12,0,1596.9279999999999,1534.4599999999998,1408.854
2022,12,0,1647.6879999999999,1608.94,1539.926
2022,12,0,1657.288,1563.3000000000002,1544.02
2022,12,0,1583.6779999999999,1627.318,1042.08
2022,12,0,1587.4779999999998,1665.73,1489.2980000000002
2022,12,0,1568.426,1645.8700000000003,1484.4099999999996
2022,12,1,1940.922,1888.518,1665.8539999999998
2022,12,1,1925.5319999999997,1855.8000000000002,1719.2559999999999
2022,12,1,1909.5839999999998,1817.5439999999999,1814.1039999999998
2022,12,1,1890.9840000000002,1872.6740000000002,1649.1499999999999
2022,12,1,1900.1760000000002,1920.0399999999995,1621.43
2022,12,1,1909.3899999999999,1879.3540000000003,1808.638
2022,12,1,1881.672,1856.1919999999998,1775.42
2022,12,1,1859.9920000000002,1856.1919999999998,1855.052
2022,12,1,1868.466,1813.6379999999995,1789.058
2022,12,1,1911.504,1889.278,1724.4199999999998
